hhkey	income	kwhpc	wgt
2064	6.22790691816	75.0369473731	25.6752349834
2065	55.0077376398	80.4567760014	167.115839292
2066	10.9585683433	45.9882764687	126.596352543
2067	30.0823520912	74.1922273172	127.501362451
2068	22.3468970263	75.7098276613	97.1088760626
2069	178.775092193	133.086825494	63.0952426127
2070	8.07926018589	64.892615464	60.3942327217
2071	18.7370088941	88.096111586	72.2595782154
2072	25.7848747213	45.9882764687	141.915874366
2073	18.6224089375	30.6588509791	237.250853375
2074	15.0411812967	38.0690112112	141.750559071
2075	12.5684078736	68.2187571648	69.5581116523
2076	8.98104380003	30.4552050398	180.492107219
2077	17.4194034542	60.2994919073	76.8654815484
2078	12.8924426118	102.384636396	37.328673212
2079	2.90810412713	38.0690112112	144.552242323
2080	5.44782904611	22.409235703	178.744651478
2081	6.44621920544	20.8146149167	100.86417055
2082	22.4314712062	91.5636129585	121.353756986
2083	10.4858498235	40.4736088695	93.3892704988
2084	75.5806248167	457.818113906	21.5977126715
2085	19.9832834227	100.570957723	105.401789989
2086	47.3779871721	284.443241739	44.7003539547
2087	178.127106734	589.881307173	43.604192528
2088	85.9495894058	402.283830893	22.9442103195
2089	45.9830330627	142.221620869	91.1496478339
2090	24.0658858738	68.2187571648	52.1510618021
2091	18.7370088941	72.7083977015	177.267888118
2092	5.50077376398	72.7083977015	154.238371453
2093	11.0114363952	97.7942632182	146.196832676
2094	1.47342126262	9.89743625575	292.099226024
2095	4.0972162561	34.6410268951	75.1168727113
2096	6.22790691816	34.6410268951	74.3390916466
2097	90.2470667757	38.0690112112	177.267888118
2098	19.7970584931	61.3177117811	114.203413787
2099	12.4626927743	65.0021394956	157.343627475
2100	7.04786582717	30.4552050398	204.427775472
2101	15.3566147367	76.1380224223	55.4987422016
2102	58.5161955684	84.6145243426	95.7674132244
2103	8.3766466533	76.1380224223	52.9698862705
2104	7.04786582717	100.803659455	29.1074682197
2105	10.6356888467	67.0473116974	171.378530718
2106	16.7137609425	52.3802266497	46.3378773068
2107	6.70406805767	30.4552050398	162.618418413
2108	10.3462672443	27.2875048305	141.798281304
2109	15.3385614628	87.7266570679	26.8411302378
2110	11.1631301061	34.6410268951	54.3695862166
2111	12.1247321251	24.1197947983	172.062168832
2112	12.0724837027	87.7266570679	28.5901614966
2113	6.74635514761	27.2875048305	156.978860645
2114	12.8924426118	30.1497459536	122.939664975
2115	9.62635329931	75.7098276613	103.235828532
2116	10.7436934246	56.7823658345	129.793399654
2117	12.8924426118	113.564731669	63.1465383048
2118	11.4599431537	29.2422190226	98.2787329473
2119	12.7631290793	69.3800753428	320.719436544
2120	23.7418511357	145.416775757	61.0065158221
2121	52.9647140542	351.084243836	70.0295456643
2122	32.0127816395	113.564731669	63.3836424523
2123	30.0823520912	56.7823658345	146.274010259
2124	47.4837127736	201.141915447	65.6279345893
2125	15.9986559528	32.2210271129	111.837384288
2126	26.4823570271	83.9107121104	149.284849327
2127	19.5548253553	38.0690112112	154.864354716
2128	18.9089088291	69.3499390443	177.12061137
2129	37.8522018461	30.4552050398	203.551193402
2130	57.2997262706	393.254237525	109.930093318
2131	8.83733700872	104.476398058	102.109835001
2132	6.5321681227	17.5453274845	174.389255619
2133	13.322181947	145.416775757	80.0060611566
2134	8.1652112036	37.9502242951	138.975248631
2135	9.45445441456	75.7098276613	105.066661178
2136	0.0	61.3177117811	103.825814618
2137	97.1918010436	126.921752134	68.3827290353
2138	7.73546241639	42.3072670827	219.318938879
2139	7.04786582717	24.3503453406	71.5313803226
2140	12.4055293245	45.9882764687	152.723590141
2141	6.23134428673	30.1497459536	108.836420754
2142	1.52474549173	45.5663682888	56.3919128858
2143	2.70741242336	13.9104262423	124.386402146
2144	7.6031000966	127.409551543	25.533461134
2145	2.43523857654	25.3793408074	165.973245731
2146	63.4307924446	50.7586816149	82.8407275506
2147	7.23896062475	29.776873107	161.24166624
2148	12.3965079387	45.1963440493	116.422040953
2149	7.16303815347	99.6890682562	57.3051771418
2150	15.467055824	45.9882764687	115.871865256
2151	3.20892796311	49.8445537736	129.146181139
2152	4.72722720728	21.9316618113	124.220858515
2153	3.15148515492	19.6690230144	90.8289498609
2154	10.0979312807	14.6211144227	202.289294258
2155	8.29344721081	53.2347203747	149.047265674
2156	9.65500328847	32.2210271129	92.1251336617
2157	23.8510109551	42.0286438399	122.820245225
2158	6.45859604277	22.5359397823	157.805665459
2159	15.9393500551	64.259124536	59.0874312949
2160	12.8924426118	31.7336009697	139.023655873
2161	16.8658852435	34.6410268951	52.3131918097
2162	6.44621920544	45.9882764687	103.508770021
2163	4.29747947029	67.0473116974	165.638961763
2164	6.24595599124	52.3802266497	53.2957332213
2165	10.0979312807	45.4791714432	80.0640699284
2166	29.2115100452	147.097846858	152.003075756
2167	22.511634464	122.58155542	170.471009114
2168	36.3102590093	69.282063613	24.3779095024
2169	7.06711950208	55.7007202503	133.500435319
2170	8.1652112036	48.3640540814	103.080091934
2171	8.59495894058	21.9316618113	144.492532448
2172	13.7188393666	30.1497459536	150.577916341
2173	11.9951245311	33.6229150719	193.107559448
2174	23.24867854	36.7906251041	180.453518427
2175	14.3965565405	56.7823658345	151.755445317
2176	20.8393383774	52.3802266497	69.276561894
2177	3.22826670579	9.74013617168	187.884372456
2178	25.4608399832	91.9765627602	67.9284430601
2179	7.73546241639	17.3205134476	168.410047986
2180	4.0826056018	30.1497459536	146.816765034
2181	4.72722720728	19.0034803451	121.356725355
2182	4.12558058554	30.4552050398	150.838447766
2183	2.23468970263	9.74013617168	157.999408591
2184	26.6013994124	21.9316618113	123.443260119
2185	4.86603577463	34.1093785824	132.024356966
2186	12.8924426118	34.6410268951	66.7372481721
2187	11.6009036209	56.0382016094	86.3883389897
2188	91.5655333957	144.356799233	29.9383259977
2189	9.08616027419	26.1901133249	120.46941149
2190	53.5564812607	86.6874262611	123.388916141
2191	7.30571467941	32.8422984987	140.882882106
2192	17.3684047931	29.523759632	229.555700376
2193	8.59599025618	32.3558349882	175.275656139
2194	7.3671073633	26.2790193347	242.753752021
2195	13.1898227778	56.3398494557	67.5190593679
2196	8.30144148198	11.8415909561	136.747830528
2197	3.65285681459	30.1497459536	148.657267712
2198	1.28924321096	8.43794946112	151.054796167
2199	5.72997262706	34.9201510998	116.732349636
2200	34.5775122858	30.1497459536	138.752278485
2201	6.65994728441	50.7586816149	105.775576092
2202	67.0406805767	100.570957723	165.776990902
2203	12.730278212	23.0940212043	106.218559433
2204	25.3903702518	48.4722618601	217.500584797
2205	6.87596694242	42.6507698078	189.540037106
2206	9.66589091448	44.96502733	33.676483865
2207	4.52094833553	23.0940212043	116.53244143
2208	5.95687886087	45.4791714432	110.310044494
2209	15.1585013219	38.0690112112	158.816052451
2210	24.2800676476	13.8564107581	189.582735947
2211	4.45863460911	56.7823658345	166.321115693
2212	12.8924426118	93.8034236075	37.7881538321
2213	17.3102436348	36.7906251041	212.467145056
2214	8.31247088763	29.2422190226	135.781969064
2215	13.9092231655	43.8633334453	76.6065713088
2216	7.85063474269	31.33763476	148.383492796
2217	10.1684094139	55.4574492039	121.00497368
2218	13.7949067682	32.7235017598	164.237092625
2219	8.66887549253	79.3057324545	81.5314144273
2220	33.8856276502	72.7083977015	168.599909406
2221	20.6278976766	45.9882764687	146.254030855
2222	3.43798399632	1.45062173287	134.73881585
2223	7.29024389531	34.9201510998	110.105717986
2224	9.97015316925	112.367923776	32.3019237173
2225	2.92228629185	30.4552050398	197.229938376
2226	10.7308072308	45.7399761574	70.3227519776
2227	3.01124408811	16.5008218431	170.869912182
2228	69.9056584885	66.459398483	112.635395927
2229	26.5870744178	80.3350422504	125.072323621
2230	7.6592542854	45.4791714432	114.043829726
2231	23.4358696715	24.3503453406	66.9801406383
2232	5.32887382901	9.74013617168	153.679176482
2233	7.44452324677	30.1497459536	115.397040454
2234	4.73307167904	36.7906251041	160.701994001
2235	13.4279075485	60.2994919073	57.9927312188
2236	8.59495894058	36.7906251041	156.888211236
2237	8.57347144871	25.3981907282	127.069578992
2238	11.0279038376	50.7586816149	94.4183239624
2239	6.22790691816	76.0139213806	29.3270589927
2240	6.87596694242	60.2994919073	60.3313375585
2241	11.6970512201	27.2875048305	173.571127575
2242	16.0154174567	30.1497459536	137.461837336
2243	20.8393383774	15.1939201966	66.5879734838
2244	6.63788637267	33.001653509	64.5803744894
2245	4.81317717476	62.6858388346	177.407173104
2246	4.29747947029	30.1497459536	143.21990151
2247	22.4173667577	96.9445237202	103.865807676
2248	22.2454668227	50.7586816149	105.394095065
2249	3.36177481511	23.0940212043	104.584392621
2250	5.80159759996	15.2056289541	141.739142269
2251	3.65285681459	19.6975581993	138.93551816
2252	13.6333199891	76.0139213806	35.1775307639
2253	20.3038734407	25.3793408074	211.399331549
2254	37.7748426745	38.0690112112	137.173448913
2255	8.20474776855	33.001653509	62.0631522797
2256	39.3746526081	37.8549138306	212.909203636
2257	3.11395345908	22.482513665	64.3608408004
2258	14.3535815568	30.1497459536	140.055734789
2259	13.5899144153	30.1497459536	159.693205361
2260	2.23468970263	17.3205134476	144.615719744
2261	4.19433950931	24.1197947983	146.457021597
2262	8.09243939095	50.7586816149	89.4198995539
2263	23.5501860689	23.0940212043	101.808283005
2264	10.7436934246	38.0690112112	118.904053744
2265	19.3317797285	44.96502733	29.6570502426
2266	8.88145673176	56.0382016094	85.5217580378
2267	7.56356353164	16.2335635604	89.3222744785
2268	14.2109092317	66.0032971951	29.2244105244
2269	9.13042492753	60.2994919073	55.2571855013
2270	24.8028984432	60.2512816878	121.058404314
2271	25.0972749814	45.4791714432	88.6513204318
2272	4.51235333879	16.2930110437	144.675201283
2273	35.5070616042	42.0286438399	129.636875296
2274	73.5161242414	120.599023106	29.0661165623
2275	10.6142853724	34.4293066281	215.166191257
2276	7.95893233186	50.7586816149	88.0379299016
2277	14.6672926368	37.1057891	60.9800516746
2278	15.6625962009	26.1901133249	125.276227708
2279	5.15697494426	34.1093785824	125.270861811
2280	12.2443731355	84.0572975026	59.5241582283
2281	6.25225940895	20.0998306358	219.226691117
2282	4.44072836588	16.2335635604	99.8231180273
2283	30.2542520261	63.4608957126	127.084877507
2284	12.0724837027	87.7266570679	28.7676585199
2285	20.6278976766	72.7083977015	125.410717637
2286	8.03628625237	21.9316618113	126.71885483
2287	14.7833313942	30.4552050398	167.402857699
2288	10.697284223	60.2994919073	59.6632947964
2289	81.0074872799	72.7083977015	124.956100575
2290	12.5881730055	60.2994919073	62.0688720976
2291	19.0618943101	40.1996612715	99.8306645335
2292	19.085965342	50.7586816149	114.763179597
2293	34.937821607	45.4259024904	160.762503053
2294	1.71899199816	28.1699247279	132.747040544
2295	9.85555216238	37.5599061857	104.170373707
2296	12.5486427418	44.96502733	26.9453884752
2297	7.1767907784	38.0690112112	137.439802908
2298	5.56781452858	36.4851561951	130.474526072
2299	7.09084081092	38.0690112112	133.841797704
2300	30.2542520261	36.7906251041	165.221791812
2301	5.9534414923	14.9883391691	106.029896777
2302	11.2439234957	32.2210271129	110.782117847
2303	6.95246178335	25.3793408074	217.239710867
2304	3.99596774051	9.74013617168	205.626653868
2305	6.87596694242	27.3027792582	84.9615698057
2306	11.6834088683	45.4791714432	109.030677643
2307	21.2991665026	45.9882764687	153.0150611
2308	34.0646900824	75.7098276613	106.626242022
2309	10.0979312807	45.4791714432	117.620006004
2310	6.45595999171	16.2335635604	110.329099137
2311	5.80159759996	30.1497459536	131.706855698
2312	7.80594159978	50.7586816149	85.9662141462
2313	11.9298008755	64.9072022969	162.061849308
2314	6.22790691816	104.760472945	24.1896350178
2315	10.3139498885	45.4791714432	91.769854195
2316	3.0941851766	19.3326123386	152.162910986
2317	5.15697494426	23.0940212043	100.936792829
2318	15.9006704693	45.9882764687	138.993743851
2319	10.925339397	29.2422190226	98.3075603728
2320	10.7729210345	18.6508522545	30.3178890026
2321	30.0823520912	56.7823658345	127.214686548
2322	5.15697494426	34.6410268951	61.3158883273
2323	6.01647146845	52.3802266497	64.0096942161
2324	4.99495967564	38.0690112112	129.149720348
2325	2.26348252165	31.33763476	130.965220229
2326	4.86603577463	26.1901133249	122.74261097
2327	6.22790691816	66.4256375775	63.5242175374
2328	3.33484403534	36.7906251041	166.962968311
2329	15.6428205669	33.001653509	62.7289687655
2330	7.38306965015	30.1497459536	132.993871807
2331	5.75905215601	38.0690112112	90.0400602478
2332	10.7432733368	14.7517672608	94.5468429044
2333	13.3509789669	38.0690112112	87.0007819253
2334	12.4521590723	28.3911829173	191.853766234
2335	21.3550381823	66.0032971951	20.9082177381
2336	7.13381579466	33.9113905661	95.0628481121
2337	12.774397935	45.4791714432	75.434236978
2338	11.517243132	24.3503453406	43.3994550147
2339	10.704163161	91.6586876762	17.6704811435
2340	14.1816816218	30.1497459536	102.50345209
2341	8.59495894058	23.0940212043	94.0631814973
2342	8.88145673176	23.0940212043	78.1225285514
2343	12.5916177256	16.5008218431	108.92901102
2344	9.66531644439	19.6690230144	73.7164649235
2345	17.7629092626	134.09464304	77.325224755
2346	9.52493254772	50.7586816149	83.7044428851
2347	5.72997262706	61.3177117811	77.3880970846
2348	21.057647514	86.6874262611	101.406742656
2349	18.3359090459	50.7586816149	94.0631814973
2350	4.58397726147	96.9445237202	78.9353021147
2351	11.3264392452	18.2990198093	76.9867051539
2352	8.59495894058	68.2187571648	51.9766016481
2353	10.8038605023	61.3177117811	77.9998093448
2354	7.31155915117	36.7906251041	129.382052272
2355	10.1535109994	32.2210271129	78.9345257721
2356	16.3221655811	27.2875048305	126.286158028
2357	16.3304203068	45.9882764687	105.920147058
2358	6.70406805767	33.3362960837	85.7716832541
2359	13.2316530223	34.9201510998	77.3888505935
2360	30.769951831	50.7586816149	80.0738655447
2361	8.59495894058	120.599023106	22.8627628528
2362	21.9171471889	56.7823658345	117.539631717
2363	16.0439204151	61.3177117811	85.2425601407
2364	7.10545251543	76.1380224223	55.2649717604
2365	40.8532146954	48.2010253502	143.643350703
2366	8.59495894058	45.9882764687	130.907337042
2367	15.7115889426	58.1667201258	149.814018108
2368	9.74095325595	39.4077386749	84.9300023477
2369	18.3490893012	27.1570484481	89.5979331669
2370	18.943293017	45.9882764687	117.533466644
2371	8.1652112036	30.1497459536	114.112558875
2372	5.72997262706	23.0940212043	96.501799024
2373	3.7244817875	50.7586816149	83.7903200711
2374	6.36026923795	30.1497459536	116.904400844
2375	6.87596694242	45.9882764687	114.177155142
2376	7.30571467941	52.3802266497	61.2634737885
2377	11.0789024987	38.0690112112	110.997027731
2378	7.16246578382	48.4722618601	185.949909496
2379	9.01611168082	66.0032971951	24.9231303068
2380	8.59495894058	26.1901133249	117.376828118
2381	44.6937835504	26.1901133249	115.224075901
2382	4.29747947029	25.3379770678	76.3535749727
2383	3.99596774051	45.4259024904	123.667486114
2384	21.7738972431	75.7098276613	93.5060529682
2385	6.87596694242	23.0940212043	76.1567721369
2386	6.1049986747	17.4600755499	149.243406335
2387	8.22909920912	48.4722618601	151.903064569
2388	7.3731849838	30.1497459536	99.1391716597
2389	7.73546241639	34.1093785824	99.8283355059
2390	8.59495894058	33.001653509	50.0395813248
2391	7.34095374599	20.0998306358	142.106877467
2392	12.2624264095	43.8633334453	45.529750382
2393	6.22790691816	21.7593309045	18.7053343426
2394	6.3362034571	56.0382016094	69.4117939157
2395	5.58672268125	21.9316618113	90.3692066543
2396	7.26273969567	38.0690112112	90.3116203042
2397	5.32887382901	11.8014157732	114.304680822
2398	27.6130233882	45.9882764687	92.8821932304
2399	19.7881736358	68.2187571648	44.7620161032
2400	22.3468970263	36.0891998082	96.7060570316
2401	10.3139498885	50.7586816149	77.8006546478
2402	28.8790630486	100.800810848	31.0041073138
2403	10.7436934246	34.6410268951	51.8588030833
2404	15.6560008222	25.3793408074	148.477224741
2405	5.07102497678	21.9316618113	122.770924639
2406	7.73546241639	19.0034803451	120.381844617
2407	12.3767428068	24.1197947983	136.705702528
2408	4.29747947029	24.3503453406	52.8487654163
2409	34.0764315369	34.6410268951	56.2105912337
2410	19.3386586665	28.1699247279	103.723828324
2411	22.6034551587	28.1699247279	112.461221193
2412	6.87596694242	23.0487185287	115.049170492
2413	31.0610306799	25.3793408074	174.570326101
2414	18.1640091109	40.1996612715	79.4704418828
2415	9.23958054606	38.0690112112	116.89081485
2416	10.3139498885	38.0069606903	53.9317861038
2417	53.6210802648	75.7098276613	83.8170924721
2418	32.1786638165	48.7783594272	58.8567433903
2419	42.567960656	115.583215369	85.5293958784
2420	8.98173169383	64.1098084101	52.6862929046
2421	22.9198863073	96.9445237202	168.982029775
2422	22.9915112803	72.7083977015	248.452791328
2423	6.74245778289	22.001099065	173.556514068
2424	8.25116117108	48.7006808584	47.2494861264
2425	4.58397726147	44.5594347928	172.388118534
2426	3.61647195849	17.4600755499	379.26776644
2427	11.4599431537	34.9201510998	178.619751663
2428	15.0509168319	50.7586816149	171.553664464
2429	9.45445441456	50.7586816149	171.917403781
2430	9.0539300866	152.276025199	56.0072123198
2431	8.20543461214	36.7906251041	315.091866418
2432	5.15697494426	42.0286438399	267.543397077
2433	7.41100338958	34.1093785824	218.297249252
2434	8.06035308344	45.4791714432	161.650501925
2435	6.01647146845	32.1295573566	224.440516332
2436	8.59495894058	68.2187571648	108.883937485
2437	7.13152316539	75.7098276613	160.30446095
2438	74.4896462522	148.903765532	164.277051433
2439	13.2785243205	39.8756371252	267.639640719
2440	39.9665563431	128.33809923	229.068317092
2441	19.9403084389	34.1093785824	256.20491417
2442	7.56356353164	91.9765627602	127.639505757
2443	86.4850438404	84.0572975026	118.91352969
2444	9.79825323428	58.1667201258	365.310154948
2445	9.0539300866	120.599023106	58.5424730769
2446	13.0333925768	71.0846228949	180.381935078
2447	7.69248743265	86.6874262611	244.902280021
2448	9.75183983175	48.3315406693	105.407064552
2449	52.5250816509	72.7083977015	243.024901072
2450	15.4709206319	80.0976550511	121.596706536
2451	10.7548677606	82.0774762769	86.1450926026
2452	12.1034231705	96.9445237202	147.962897804
2453	14.8228616579	95.936195389	100.990760052
2454	22.3468970263	80.4567760014	267.463136957
2455	29.5798325415	96.9445237202	160.215524061
2456	38.5681575137	72.7083977015	200.233699027
2457	16.0439204151	61.3177117811	164.793775899
2458	17.8735078828	50.3870562617	301.923041787
2459	0.0	29.2422190226	165.270084885
2460	6.08694960162	23.0940212043	152.946331951
2461	23.1084112177	72.7083977015	202.378002811
2462	3.01407968088	24.1197947983	254.37605663
2463	9.51347465249	61.3177117811	152.196818888
2464	37.1878119581	106.626899963	110.556304917
2465	25.7848747213	104.760472945	51.3748220058
2466	67.1816305417	75.7098276613	155.845286358
2467	5.01372604867	20.0998306358	316.963651134
2468	7.39252372648	64.2079773044	95.7218373501
2469	42.3830274964	72.7083977015	215.348289252
2470	27.9336134062	72.7083977015	235.674192995
2471	13.9049277676	45.4791714432	160.158554218
2472	10.7436934246	76.1380224223	113.259324165
2473	52.7157385069	96.9445237202	151.295348189
2474	7.23265825727	28.0190958933	309.324668802
2475	12.9629123432	45.4791714432	141.338412513
2476	54.1164373172	56.7823658345	189.329967946
2477	22.9198863073	61.3177117811	157.90773167
2478	94.5445546477	145.416775757	106.386808847
2479	18.4791589917	45.9882764687	199.313390604
2480	36.4426181785	126.921752134	105.730194304
2481	27.824464089	145.416775757	109.423917977
2482	36.7963006143	69.62589049	225.899126977
2483	53.0727291343	96.9445237202	143.919865651
2484	16.5418610076	76.1380224223	99.142151445
2485	113.594371433	245.163012611	163.62332534
2486	26.5120047248	113.564731669	84.7760581872
2487	18.5462050074	136.437475038	45.6904647061
2488	28.5043237109	40.1996612715	154.890385024
2489	16.5418610076	152.276025199	45.6904647061
2490	6.82869446031	38.0690112112	201.624950539
2491	4.94095528625	61.3177117811	175.67090583
2492	47.2722720728	60.2512816878	241.022393972
2493	11.0279038376	50.7586816149	157.903735789
2494	70.0052613101	147.097846858	293.209167531
2495	7.56356353164	58.1667201258	313.312786136
2496	13.8231471717	49.5356665362	402.032984136
2497	25.9258351885	134.09464304	160.950994456
2498	32.6608406135	87.7266570679	58.3265927647
2499	30.293792792	76.1380224223	105.988145532
2500	53.5036132088	126.921752134	115.474788877
2501	9.73293167907	52.3802266497	110.472665424
2502	13.2785243205	62.130497969	294.335435065
2503	7.73546241639	32.2210271129	184.474744488
2504	10.1558036287	52.3802266497	91.4907704659
2505	32.3514249315	33.6229150719	293.146717623
2506	56.5264601225	60.695458117	118.939559999
2507	26.6443743962	29.9517579374	229.990794707
2508	8.15661620685	26.3880915183	230.128253005
2509	22.1320221076	42.0286438399	264.731895374
2510	23.4178268998	88.6202945836	53.9988826501
2511	7.52952801666	39.8756371252	293.773956734
2512	17.0443805572	61.3177117811	171.44189397
2513	5.58672268125	60.2512816878	244.607041517
2514	3.58532559747	38.0247988644	462.734408753
2515	10.6709237124	61.3177117811	174.496801895
2516	9.66589091448	55.6417147921	53.4242064961
2517	6.40255632789	13.8564107581	323.503994593
2518	12.2443731355	34.6410268951	117.986599522
2519	8.06665545093	61.3177117811	183.706051198
2520	10.3676686182	29.357823357	253.695044381
2521	16.7601701442	45.9882764687	272.590308644
2522	6.61811809019	48.3315406693	117.424322015
2523	5.80159759996	45.9882764687	266.681885185
2524	11.1548858827	30.4552050398	296.491383987
2525	9.28255552981	65.5888346848	65.3131162694
2526	5.78784497503	76.1380224223	126.996625627
2527	15.0698312858	40.1996612715	193.112468673
2528	13.3680240301	40.1996612715	193.846112381
2529	6.79990164129	44.0084650657	259.08171998
2530	12.7647464174	21.7537220953	483.636975174
2531	6.5321681227	13.8564107581	329.572481619
2532	7.74715135992	42.6507698078	327.754241705
2533	13.4081319145	53.2347203747	327.864528014
2534	3.51447883725	28.2830733664	415.492138046
2535	13.322181947	126.921752134	134.437412273
2536	5.58672268125	49.8445537736	266.902229467
2537	6.87596694242	94.308088735	67.027828621
2538	16.538069715	13.8564107581	339.128801707
2539	1.9596508569	13.8564107581	371.049153062
2540	7.49136618909	69.282063613	62.2622270592
2541	17.7253849183	76.1380224223	119.67240453
2542	15.1844207403	50.7586816149	190.778417638
2543	3.00823520912	63.4608957126	257.306064739
2544	4.38944509533	30.1497459536	268.051102269
2545	9.66589091448	59.0070690431	56.0709066592
2546	5.37184881276	38.0690112112	257.335177584
2547	14.6140044971	70.7495972316	390.076395559
2548	4.65445644485	56.0382016094	191.12571676
2549	63.2786681436	113.564731669	132.106443774
2550	17.45765245	42.0286438399	275.393133577
2551	14.8599974209	53.2347203747	351.572773568
2552	24.7741119255	120.599023106	64.9459404949
2553	25.9963154221	78.7902426199	67.0278514546
2554	6.05944540198	45.9882764687	305.859783512
2555	1.71899199816	8.99300546599	395.150250779
2556	7.16246578382	30.4989164246	426.849116172
2557	21.7504038319	38.0690112112	267.212423982
2558	10.3139498885	48.3315406693	132.198120695
2559	12.7205426768	30.4552050398	400.701442498
2560	41.5763958734	114.95229801	139.727958398
2561	18.0396736191	63.9574570441	190.21385677
2562	13.1309474702	36.0891998082	230.331928756
2563	13.7519317844	66.0032971951	62.9830496978
2564	4.83294545724	10.8796654523	114.422159717
2565	14.6114314593	72.7083977015	241.015201386
2566	6.22790691816	64.259124536	99.1255742483
2567	14.2014467537	95.0175490675	246.378815046
2568	5.58672268125	69.62589049	276.190026368
2569	5.06586839882	53.3134696269	251.724161822
2570	17.3717024825	49.8445537736	243.545393083
2571	5.69903000863	22.001099065	117.795938926
2572	6.5519374554	22.482513665	89.0050015462
2573	15.9006704693	34.1093785824	180.431255663
2574	24.4096857438	38.0247988644	314.741142256
2575	11.4599431537	40.1996612715	135.405899601
2576	16.3304203068	45.9882764687	183.35098865
2577	9.71092957963	52.0017155256	224.037959888
2578	4.35477944862	25.3793408074	298.449593895
2579	6.87596694242	50.7586816149	134.451226604
2580	4.81317717476	13.8564107581	232.366174566
2581	41.2557953532	96.9445237202	207.980341803
2582	13.2757727453	64.259124536	118.021192433
2583	6.87596694242	24.1197947983	346.266586424
2584	18.5462050074	38.2370888529	57.2882574409
2585	31.1481358889	54.4392293301	133.996152869
2586	6.28420393682	34.1093785824	270.52854834
2587	4.98507605951	19.6690230144	215.428206867
2588	33.1963055502	145.416775757	118.683481127
2589	5.58672268125	60.2512816878	277.09594962
2590	9.88420215154	30.1497459536	293.88504222
2591	6.22790691816	76.1380224223	104.463123348
2592	5.73909903489	14.5485437011	856.993692291
2593	3.79496097088	50.7586816149	182.084522785
2594	6.70406805767	40.1996612715	211.379922986
2595	29.9104521562	58.1667201258	316.58358579
2596	6.44621920544	45.9882764687	247.968262244
2597	11.3101083313	48.1528151308	118.2290924
2598	83.0846009919	40.1996612715	190.963369833
2599	8.95193486492	66.459398483	183.7820871
2600	13.7519317844	104.760472945	60.0069976257
2601	15.8279007571	50.7586816149	166.196215877
2602	6.66109307393	14.7517672608	290.387048203
2603	21.0292810842	76.1380224223	116.382310481
2604	64.1756921628	61.3177117811	192.957314332
2605	41.4276952882	42.0286438399	246.759565398
2606	13.9661240604	13.8564107581	354.510202599
2607	20.6278976766	30.4552050398	312.051572001
2608	6.07620585568	35.9704030693	235.502598459
2609	10.0274520973	23.0940212043	187.787672141
2610	9.13042492753	34.6410268951	102.260582457
2611	7.73546241639	152.276025199	27.1610861186
2612	11.7464430453	56.0382016094	79.6370130264
2613	4.29747947029	49.8445537736	112.191659077
2614	12.0329429369	76.0139213806	25.4101710874
2615	31.6844515034	51.0164510891	162.556196842
2616	5.50077376398	34.9201510998	86.9470087871
2617	14.6973814267	76.1380224223	52.1510275517
2618	11.6031930995	49.8445537736	107.770057181
2619	4.31065867535	25.3379770678	85.0978293396
2620	9.03055114933	17.5453274845	137.625782615
2621	25.837732271	45.9882764687	135.802861812
2622	37.9570557654	44.2120913595	99.7117813725
2623	9.4967415045	39.8756371252	188.76940296
2624	22.6121929853	57.6748442618	104.212444623
2625	6.5321681227	75.7098276613	104.487052966
2626	11.1734432621	72.4001391221	137.014527027
2627	6.61811809019	29.5035345216	64.4390002281
2628	16.3832778564	42.0286438399	132.963617281
2629	10.1519356701	78.3572936318	148.129012275
2630	5.70146651797	56.7823658345	142.417300318
2631	10.4196681385	21.9316618113	96.9641338446
2632	6.22790691816	69.282063613	22.6968082164
2633	10.696423043	34.1093785824	101.282539265
2634	7.28143360355	28.3911829173	210.468519668
2635	15.6625962009	84.0572975026	55.6280032358
2636	16.7601701442	56.7823658345	102.554519446
2637	15.4709206319	68.2187571648	50.0287125291
2638	8.37893928257	37.8549138306	170.680507434
2639	3.20162158574	26.1901133249	105.699357521
2640	27.5038635688	56.7823658345	113.618062923
2641	10.9585683433	56.7823658345	93.8928656425
2642	7.7505036607	30.1497459536	86.6264135653
2643	8.59495894058	30.4552050398	126.902893681
2644	33.8715862149	50.7586816149	70.68636571
2645	9.81143138911	37.8549138306	154.944158163
2646	2.80797304514	17.3205134476	95.9649809859
2647	4.81317717476	36.7906251041	132.833694072
2648	9.35990945032	60.2994919073	44.5737987027
2649	30.3230098997	52.3802266497	50.1712284706
2650	17.45808304	34.9201510998	70.9769119084
2651	4.94095528625	17.4600755499	163.587476582
2652	40.9317711173	91.9765627602	51.9261850498
2653	11.2937774174	14.7517672608	104.592019045
2654	7.30571467941	17.3205134476	107.643307843
2655	11.6031930995	28.1699247279	103.852004762
2656	11.6934384649	43.8633334453	49.6794268835
2657	28.1914633087	38.0690112112	111.003078636
2658	6.66109307393	21.9316618113	106.49993794
2659	6.57514310645	50.7586816149	78.7450753569
2660	6.87596694242	38.0690112112	104.768648391
2661	7.39682122486	23.0940212043	71.8198372462
2662	15.3947167018	61.3177117811	83.7047625556
2663	6.1883703532	38.0690112112	99.6752932728
2664	2.29198863073	11.0005544439	163.354687985
2665	7.26660765425	21.9316618113	98.4444135804
2666	3.43798399632	27.2875048305	127.307961822
2667	19.596508569	37.5599061857	85.3221124182
